title,company,location,remote_or_onsite,job_type,link,city
Software Engineer,Ramp Group,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=f032fe4470503b75&bb=xFwaUSYpvANm935KKuXJE67MFNXSwYzZ4hOv0fL192WMyUBqWNXe2_Y_T_dzVW7XwpBzzrWcccYuPvr-KfyLFoLxLn-4rnH9NKYERIn050GD8GtabZhROPIlkfYCs_eY-Cmt_HH27LB9aJRKaZeyww%3D%3D&xkcb=SoCG67M3vnKhY2zb450BbzkdCdPP&fccid=3733f5e6114b014f&vjs=3,Seattle
Software Development Engineer-IOT,Xoriant,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5aadf73eb17e6079&bb=xFwaUSYpvANm935KKuXJE8NlXTU8VNJXEFfRw3PNjjoRilqq11fQ3WlxvSy06gmfeu-gYGO1SevmlqK_t7cXRgUKmx6BKEHHC9KT0boKhRFxLM_hSO-IMZO7-ezNifFGVd6s5ZgERgUwxlQFcELMUA%3D%3D&xkcb=SoAy67M3vnKhY2zb450AbzkdCdPP&fccid=3581c30f43ddf549&vjs=3,Seattle
Sr Software Engineer,Acerca,"Seattle, WA 98121 
(Belltown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ed9ddf051be2fb8d&bb=xFwaUSYpvANm935KKuXJE9H7SVA5SGVKCr5gIx9d2Iog8ro3mWEhZBwSmDNfBCM7hjd8cUai-Cc-nTR8OyE-p-QRoS0IdIuDD99FtuFNEiSPzcVHu_FeldDM1wBR3oCzVajOGsYWD2GN8zKcTq-9qg%3D%3D&xkcb=SoC867M3vnKhY2zb450HbzkdCdPP&fccid=28bf11d65803d730&vjs=3,Seattle
Sr. Software Engineer (Job # ZZ25),"Wyze Labs, Inc","Kirkland, WA 98033 
(North Rose Hill area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=036be5aed33fa839&bb=xFwaUSYpvANm935KKuXJEzqLAJp7t4yHgnqhwIRJ7NgidG9s5dBojuQHYUSd2ZtoGEEU2LF9aqdCneYwX7egaw_oWainV8eH7us4D7LSUZbHEan6vzIkYN2uhRW1cVo-8EyQByboSFeToJYuvghmyA%3D%3D&xkcb=SoAI67M3vnKhY2zb450GbzkdCdPP&fccid=0ed5237b35f4a147&cmp=My-Launch-Works&ti=Senior+Software+Engineer&vjs=3,Seattle
Software Development Engineer (SDE),Blueprint Consulting Services,"Bellevue, WA 98004 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5adab5e87d1d40dc&bb=xFwaUSYpvANm935KKuXJE2QAmUKrpCvctFVcGRdQQmgwF-yJO-D_dRclql5a7oQ0pbek-eqxd_TGKlWDWvTB7lXcIrdiqvE3DU5TX3D-9qaLueefTHQAD7owwPhZTRnC8qzN20DPJyknI4JDw_pUWA%3D%3D&xkcb=SoCV67M3vnKhY2zb450FbzkdCdPP&fccid=3b57fe29dfe9fc98&vjs=3,Seattle
Experienced Software Developer,Gaia Platform,"Bellevue, WA 98004 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=478f87bd48491da1&bb=4UhA2vZL7f5P7cC1iUbym7IE1FPIMXgdFkK0ZL_OXJRdGmn_C1E06nTuk1j43_Lg3S7boSMJaaOyVys9h0Jo7fpO6IvIMpxGrfldbwqvn7X4gee8PGtgCFxVg277VCrh77Bh09r5pWxemuHiVvbFuw%3D%3D&xkcb=SoAO67M3vnKgFAzb450LbzkdCdPP&fccid=09ce5505f63e55e3&vjs=3,Seattle
"Software Engineer, Credit Cards & Banking Platform",Robinhood,"Bellevue, WA 98033 
(Highlands area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5f8afb1e8731cb33&bb=4UhA2vZL7f5P7cC1iUbym7oY6f2yXu0vYFXaJvNHXmpCkyaA9Z2yO9jhvxpnKMcXMTe4yiUURu4NIrjAvzXbCPOvJskxDZaKmt7A_DsfggWAhLsDJpaZK0tZkWPWOLEKiHitNrDK6oot-CXViz8PFA%3D%3D&xkcb=SoC667M3vnKgFAzb450KbzkdCdPP&fccid=fba1f219793d6b80&vjs=3,Seattle
"Software Engineer II, Freight Operation Technology",Flexport,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6af6d88a5835f62a&bb=4UhA2vZL7f5P7cC1iUbym5YE0vaKWAuTJP2kLsvrz0IrIhQA6gbV1Orxqw6BGb7LDMZKUFw1gHmJ3Ew1GVxZo5WYzPW4UJBB9aynceF56Dgv3qr09Dslk7C0rWMZX4_TNaAMmMkJzFSJ5zPzX55z1Q%3D%3D&xkcb=SoAn67M3vnKgFAzb450JbzkdCdPP&fccid=ed6e804e3c0d17bc&vjs=3,Seattle
Software Development Engineer,9Logic Technologies,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9b237d6a0c38fdda&bb=4UhA2vZL7f5P7cC1iUbym0jXllqEPIgYUsvtTHrH-oa9_wWdgaKxPQ6E6iBxVxOFZ8qBHVq_8Iee723UTdgsY56HV7bRg6HcCe--XcBuRP1jidjq7uL3bwRW4O9DT3nLeQZDuSiOKGQFVQ1I2_qaFQ%3D%3D&xkcb=SoCT67M3vnKgFAzb450IbzkdCdPP&fccid=f58fa9763a72f123&vjs=3,Seattle
Software Engineer,Mimic Technologies,"Seattle, WA 98104 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=76113c00b467af69&bb=4UhA2vZL7f5P7cC1iUbymyllrU6KFUgpWE8pEv2EMYVgHC4CCxgzBpDgtVUMVXqe-upN5dPDaYEsDKdUQCqukNyN3iDb2XnBFhSx-NeOBw5CCLNPuPnzyUZ_T2tTzIYIHo7Taf2Q7SvVE3mzmD3XmA%3D%3D&xkcb=SoAd67M3vnKgFAzb450PbzkdCdPP&fccid=864a94d9c8d8a945&vjs=3,Seattle
Staff Software Engineer,Onto Innovation,"Snoqualmie, WA 98065",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=a7b7df0b26de18bc&bb=4UhA2vZL7f5P7cC1iUbym1iqG-ldkccRTpDD0Msr8cdFMujo2OuFdZ1hb2-ZolFY-G-VbezstQc98-v4LkQB7RawWxKGqPwO9xnmh_QLM-eEsD1UvgRVgIsZDPcvPtuwEKhpYBTxKZDCixpkyq8StQ%3D%3D&xkcb=SoCp67M3vnKgFAzb450ObzkdCdPP&fccid=d43ccbf09b6207fc&vjs=3,Seattle
Software Engineer for HW,Valve Software,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=7288e746acd2a990&bb=4UhA2vZL7f5P7cC1iUbym0cxOYOMztS8lf_iNt4I_yx9Bj2FXOoKL0MqjRl4LDIyUqrUD9awB5PjwW0rmhk4hmRqOS52tCoI7jj7YAX65BOuCmmzU5Kr3pcYDh2y9v9ZF6Iq9AmeNSwWc5CATAg8Qg%3D%3D&xkcb=SoA067M3vnKgFAzb450NbzkdCdPP&fccid=f59ce5beac5269a9&vjs=3,Seattle
Software Development Engineer - Data Acquisition and Scraping,"Red Violet, Inc.","Seattle, WA 98101 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5a5847cfdcc5c329&bb=4UhA2vZL7f5P7cC1iUbym5xmx7ISi5qZ_45VG_e7vthCiYYaJDNCMiLozyv2fctKCRvbwDjrfUe_CzDrL78zLNEF9kkztHCurxvpuDhoZIgHd7X06V8hyquW9vz-s9bg8QzRuXQnFpyjYYOHfHTB3Q%3D%3D&xkcb=SoCA67M3vnKgFAzb450MbzkdCdPP&fccid=65f4b5a02fe51722&vjs=3,Seattle
Software Developer,9Logic Technologies,"Redmond, WA 98052 
(Overlake area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=26e98aa18150da5e&bb=4UhA2vZL7f5P7cC1iUbym96gmSZWwDyua6yxBUwnmtuVJ-Xumd3L3poQ_yBbdMNZmu9EV7uyEo6h0YAfR-NA9mErZ0CKzkbLedlYxZB12x8ugyksOsjzVhIYriR2yb9rQFhUFDXlEDxLCLAP-pDVDg%3D%3D&xkcb=SoBp67M3vnKgFAzb450DbzkdCdPP&fccid=f58fa9763a72f123&vjs=3,Seattle
Senior Software Engineer,Modus Closing,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=31fdb21fd42a1ea2&bb=4UhA2vZL7f5P7cC1iUbym3tPD9Q4tHikAPQ3TcFWc0pAqufj8vQgFuFiF-vOanupm5phUkhHNeUuo7SYgPWBW6qxqBbQBs-U2QBusrj0vd4mS9AotfpS_zVply1MtruZnD5Aqn4930XR8RMjwyB94A%3D%3D&xkcb=SoDd67M3vnKgFAzb450CbzkdCdPP&fccid=4a4184a099015c45&vjs=3,Seattle
Senior Software Engineer I - Connected Devices,Axon Enterprise,"Hybrid work in Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e6461051230f9f9e&bb=4UhA2vZL7f5P7cC1iUbym3vK0o3AzLyVLRtGaD3QhUfwUoTbyqTGV_bWbdyOoIXYAJNXNOigXucyv6LjInmlmI5oGr4H2QutMT75u_PYALjaTbmfYz291XbIH_Hsmn5blGqsxYM7P03Vt03UX_KBsw%3D%3D&xkcb=SoBA67M3vnKgFAzb450BbzkdCdPP&fccid=72b6c36250909407&vjs=3,Seattle
Software Development Engineer,Riverbend Worldwide,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=137068ad804bc880&bb=4UhA2vZL7f5P7cC1iUbym3Ruk0KCrbTYbDS6IWdo4mJmMGHMMEcStFC_j-JUFQcaBD0HxyLIHuHAn-xDRKjO9DAisOTFNMrLujL9XEGpQOliM0FgwgP4wx2P38-9ruAILBME9BsplZmLOqwJi5PBmQ%3D%3D&xkcb=SoD067M3vnKgFAzb450AbzkdCdPP&fccid=4c3a7df3bf34500b&vjs=3,Seattle
Software Engineer II - Fullstack,UiPath,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9d46570100fa4949&bb=4UhA2vZL7f5P7cC1iUbymx2loxkNqk1t3Mg_YOtz3afHKKYW87MTwUbGF6_NGJENVHJ01Yq8WYasayofZxZCbF5f2ru1E_fcCuR1qskjuULGvpoub-vO1yCBdxb79Cs0BZuz_BEnXlCP7Vmq1xvgbQ%3D%3D&xkcb=SoB667M3vnKgFAzb450HbzkdCdPP&fccid=13eb996a084cac98&vjs=3,Seattle
CONTRACT - Engineer (NTD),Nintendo,"Redmond, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=97f414d72bffaabd&bb=4UhA2vZL7f5P7cC1iUbym8F2zHQwMhVGRzb9xXMhWxVamGaMIzb5MnCzvYRD--HR86OoS7za9bUo-978Z_kByHGVIqkFxMdo8_R1vnjLRIzwVPHYoc3XO7w_Fe07okxoB8nVxTyuEFMTwD87nyrNcQ%3D%3D&xkcb=SoDO67M3vnKgFAzb450GbzkdCdPP&fccid=652ac4747cb152d3&vjs=3,Seattle
Software Engineer,JETOPTERA,"Edmonds, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=58786e7adfe087d5&bb=4UhA2vZL7f5P7cC1iUbym4dDyxeaJcLy_xMqlQvKLT_cUYVv_FvcFAnbpZLENJJnClzz_FrWnt1vAtiA07DdwmbeRwIC6K-WhdmUi0svYrWsXRo85eVzRcd3d6jjfkwc8RiBk5ujgq6xv9dCC90hQQ%3D%3D&xkcb=SoBT67M3vnKgFAzb450FbzkdCdPP&fccid=df52642e2450751f&vjs=3,Seattle
Software Engineer,EchoMark,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=7c3b50d871086754&bb=N0MCQYnc25_1826ASecnPTpld6K6fo73cKFNL2drhosIgKD4x9Xtha7o3BAVgCEKpXsKAEpS7rIC_tuSk4kKgzVgCGY42mmiywzHNx2hATsfflckZR_TmorWmSTbxMEJcH41ODiXY2KKTO2FeUXZ1A%3D%3D&xkcb=SoA167M3vnK_OGwpSJ0LbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Seattle
Software Engineer,Statsig,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e3b3daef943dadf8&bb=N0MCQYnc25_1826ASecnPYSOBxG4qf54ZLYkyLWGz5liMoiwtassGEkrf5key_l55KvHgic93TGLXnf9zPFWfi1dfk-7ZxyXu8LO13M_jb7_Ina-IhEXj2GaEabdks5JRFtEZWG6zAwCd87cTdZ3Hg%3D%3D&xkcb=SoCB67M3vnK_OGwpSJ0KbzkdCdPP&fccid=c93d6b4f7f589922&vjs=3,Seattle
Full Stack Software Development Engineer,Stoke Space,"Kent, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5ba1f65c76b74340&bb=N0MCQYnc25_1826ASecnPZcclNZHaY-1bO6r0WxtR-bMpU5Mbz-5Qj-AgIkmoAZ_VWaLjUl0Ue7ybh8IoSgDmtvpqDMwqDJ4RI7guoiiEwYFwHGJNX_V-ez7egsvX2kRw_-xirOA0HP1oOs_20-Mxg%3D%3D&xkcb=SoAc67M3vnK_OGwpSJ0JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Seattle
SOFTWARE ENGINEER,Cayley Aerospace,"Lynnwood, WA 98037",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=b461574846a1f473&bb=N0MCQYnc25_1826ASecnPYSOBxG4qf546NGSxfjJLuzSupbgu1q1wZsPjdnunef_gymVW9ml07HeLAzy8_X_zBu6aijpls8cCv5smKmCRXa4Aa5ZRxMjg6qSEWviJ56c-iOl8Vh2RPLUXiiu2_YlCQ%3D%3D&xkcb=SoCo67M3vnK_OGwpSJ0IbzkdCdPP&fccid=3f10d42adbf83525&vjs=3,Seattle
Software Design Engineer,Blueprint Technologies,"Remote in Redmond, WA",Remote,Full-time,https://www.indeed.com/rc/clk?jk=ff8f11236d63fac7&bb=N0MCQYnc25_1826ASecnPZkK0VhxR4N1EhHc6O5eGcqoQXUySKxiEVKCuLsbuNGuomIIYhcw6aEOglWUCIDaxnJMbPOErTPrutubbawGvNFsBYAv5AS_rBqjLSlgkinblC_CDVExNO0a-22W2HeryQ%3D%3D&xkcb=SoAm67M3vnK_OGwpSJ0PbzkdCdPP&fccid=797bf4c25b91cfa2&vjs=3,Seattle
"Software Developer, Bellevue, Washington",Xplore Inc.,"Bellevue, WA 98007 
(Eastgate area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=dc2546bdb1a7b5ac&bb=N0MCQYnc25_1826ASecnPYSOBxG4qf54ynz8q5gMm1XjLra0bBasKxcmslHY1drE-uQliMTVxulxC-GSIDUqFWIH9RHfcG96_hyZNhy7go81Mt3lANpKyFPg0BLoJzDmE1NiJrdqjOKjpol6JB8f-w%3D%3D&xkcb=SoCS67M3vnK_OGwpSJ0ObzkdCdPP&fccid=0a0788d8d128ac1d&vjs=3,Seattle
Software Engineer,Blueprint Technologies,"Remote in Redmond, WA",Remote,Full-time,https://www.indeed.com/rc/clk?jk=4b46c9bf3ffca92c&bb=N0MCQYnc25_1826ASecnPW7l12gItk9KRQE69lSUJcnF-Fu8BJg8KFSW-pAnq4jyKoTCTz4AJLqwZ_qs-xbKzgRlo96VkkTVvpeieTJxs2o9wRINy5cDDL9nRkftq5jSHr192Y6KhpX9NYPRuW1CjA%3D%3D&xkcb=SoAP67M3vnK_OGwpSJ0NbzkdCdPP&fccid=797bf4c25b91cfa2&vjs=3,Seattle
Software Development Engineer in Test (SDET),Barn2Door,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=75e5bd05d5f55d44&bb=N0MCQYnc25_1826ASecnPf1nQ7CB8LeGR55hM5kSQT58eFrYMnnoT3yDM3G-IW3PuC-YN0_AfHx1aHWvUhjUrEl_a-4o_AlUZoavSSuWon4Axn85ggSxYFHrvIFDxP9AGJVVnvuR2-R6Ljb7GlNNTw%3D%3D&xkcb=SoC767M3vnK_OGwpSJ0MbzkdCdPP&fccid=f0d7eb04304df8ab&vjs=3,Seattle
Staff Software Engineer,ChipStack,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=aa648585d1d3460d&bb=N0MCQYnc25_1826ASecnPTQ5S-6LiROBjY6mtpQFJiXZWnRjycykraXrn9ZY2EBubijCyaUfdkYY7LU-1Pg7Od4pmk36o1d58cBG7G_e_j9xhR9175Oc4OpMTpdMmc3nUT6Fq7-sY80qcJMaD5Rlbg%3D%3D&xkcb=SoBS67M3vnK_OGwpSJ0DbzkdCdPP&fccid=5571bac205e835e4&vjs=3,Seattle
Software Engineer II,Dedrone,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=953e2d4dc2722b96&bb=N0MCQYnc25_1826ASecnPTrT7MOtY3QrmB7FDJdxfRdNds9FnoJqFmCMmroRkT41m42w_r9Tkr_SYF0nRkPlrBt-Zr3tbPMlp7zi0lJyEOL3TmxqYWG099xn4jac3VGLzTWVX_RicEfCOc7HIrlvEQ%3D%3D&xkcb=SoDm67M3vnK_OGwpSJ0CbzkdCdPP&fccid=84517e020221c12f&vjs=3,Seattle
Software Engineer,Ramp Group,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=f032fe4470503b75&bb=N0MCQYnc25_1826ASecnPdyJLMDQPkSfauPFRzBMGFf1A45o9wGsWa7Dv_bG42WrmLUDrhuNfwviKndzwhrVd-2UuNcqcRWl4q-iYfSLoNRo6XdfNmFC-4y-YbEAj3QACbQSsNjohDtilcmhMM6M1Q%3D%3D&xkcb=SoB767M3vnK_OGwpSJ0BbzkdCdPP&fccid=3733f5e6114b014f&vjs=3,Seattle
Software Development Engineer-IOT,Xoriant,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5aadf73eb17e6079&bb=N0MCQYnc25_1826ASecnPSIsNRqHa7OG8eI4hYs9TW-LSjxi2dF5xaOBFowMg9NCOIYCqheJeayHvng4fGQhXTMzhT79RA0tOezX0lEqnQtWk_JJh9mespY_q1ti54vFG_aD-NXh1RGQmibXprJbZg%3D%3D&xkcb=SoDP67M3vnK_OGwpSJ0AbzkdCdPP&fccid=3581c30f43ddf549&vjs=3,Seattle
Sr Software Engineer,Acerca,"Seattle, WA 98121 
(Belltown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ed9ddf051be2fb8d&bb=N0MCQYnc25_1826ASecnPZcclNZHaY-1zutbY7DZYeOtHvBepRL1sSD6zM8gn5NF9C_l799wSEPQt5mXulGE2yJu9s1iamMPVnbCnhe7VHPxrbTDFYDGOwuAoPHRGqq4A1N-67ddkYuHg1R73Kfi7Q%3D%3D&xkcb=SoBB67M3vnK_OGwpSJ0HbzkdCdPP&fccid=28bf11d65803d730&vjs=3,Seattle
Sr. Software Engineer (Job # ZZ25),"Wyze Labs, Inc","Kirkland, WA 98033 
(North Rose Hill area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=036be5aed33fa839&bb=N0MCQYnc25_1826ASecnPejzCGrAwhwE50fGkrEQUlvGfaUOI88nXDoEzqUj92WUAKIVcEG3nRG4dAl79ZWe0xRYuOuJ5zdyvtrkpTVx1osNGXDzWeXg3Fgpqgo2jVwXGl0iiCGu__M-qo11Loik8w%3D%3D&xkcb=SoD167M3vnK_OGwpSJ0GbzkdCdPP&fccid=0ed5237b35f4a147&cmp=My-Launch-Works&ti=Senior+Software+Engineer&vjs=3,Seattle
Software Development Engineer (SDE),Blueprint Consulting Services,"Bellevue, WA 98004 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5adab5e87d1d40dc&bb=N0MCQYnc25_1826ASecnPQSqCZNQ5mqbntW-mPHY3c6BzDpKMOoHv-1TsTCgnUzJ4KppbQMpVXZuy_jQmtKkfGZD0BvOEFOgcudlKl4rDxPRK0RBK51rOYRwxmoHx68HlY2XBQU8U_IMefDHe1wAZQ%3D%3D&xkcb=SoBo67M3vnK_OGwpSJ0FbzkdCdPP&fccid=3b57fe29dfe9fc98&vjs=3,Seattle
Experienced Software Developer,Gaia Platform,"Bellevue, WA 98004 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=478f87bd48491da1&bb=1FpTgzQxmUo8FQ6jfNfDlPlAigotl7VcThz1i03zbVnPGmvWsAZ8P_6zf1E96tuQ6gOXR55I7yHrjb1t0_w1J260Ft40xQly1M1OZ2ggM4A7iCAsCxO8WNWFO-w2YJhnpmLU9u8ggsGabwJzoVFd6Q%3D%3D&xkcb=SoAo67M3vnK-LbAOlD0LbzkdCdPP&fccid=09ce5505f63e55e3&vjs=3,Seattle
"Software Engineer, Credit Cards & Banking Platform",Robinhood,"Bellevue, WA 98033 
(Highlands area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5f8afb1e8731cb33&bb=1FpTgzQxmUo8FQ6jfNfDlBr3b79n6eUeIz0GzwuDoiZ2cWE4pmw_wLZJoxa_2jDBAwT_qRoUV2eZTSj07uNZE_5RQ9LqLikVX5yBx5O1q5dC0UE-fhKPjiBWa8fUaOuRdoG0w2uJr1UWML3ho031Jw%3D%3D&xkcb=SoCc67M3vnK-LbAOlD0KbzkdCdPP&fccid=fba1f219793d6b80&vjs=3,Seattle
"Software Engineer II, Freight Operation Technology",Flexport,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=6af6d88a5835f62a&bb=1FpTgzQxmUo8FQ6jfNfDlFBx9RNfPMPI52Ccu8VAo_Ut_bBF2m7NsTSIdqSue-WHEgckbWeDKz7_IpBLqvecrG24ZMj95nS1E6s0ftUhSAXDhUlUo6Kl0ieHt-cjpf-FQRlN55PQQyjiKSry1HEeTA%3D%3D&xkcb=SoAB67M3vnK-LbAOlD0JbzkdCdPP&fccid=ed6e804e3c0d17bc&vjs=3,Seattle
Software Development Engineer,9Logic Technologies,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9b237d6a0c38fdda&bb=1FpTgzQxmUo8FQ6jfNfDlBjF6cRYqIzkXFoVGijmIQdInboFHAl2bhzyiH0l5l_BmXmOPKIjlF2Qfy_SGUFs7mzqwqLRMFeKAnEQYt-4JsMWvwfE6Ss2LO5eLUF-JB50OSpOnCkjLE9tv4Tqrr0NeQ%3D%3D&xkcb=SoC167M3vnK-LbAOlD0IbzkdCdPP&fccid=f58fa9763a72f123&vjs=3,Seattle
Software Engineer,Mimic Technologies,"Seattle, WA 98104 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=76113c00b467af69&bb=1FpTgzQxmUo8FQ6jfNfDlBPl0Ou-7qkmL3v5ChfAjkjZHAKLvoP_Hf1IQ6MpyH-LhjJrbU7UhvkQqR8_PCJLv2MSlnDupfNjdLcdHW04gxoaHhg5No3HEmd7mcoN0a9vD2dPD6uMQRdQ7y3X0-FuCA%3D%3D&xkcb=SoA767M3vnK-LbAOlD0PbzkdCdPP&fccid=864a94d9c8d8a945&vjs=3,Seattle
Staff Software Engineer,Onto Innovation,"Snoqualmie, WA 98065",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=a7b7df0b26de18bc&bb=1FpTgzQxmUo8FQ6jfNfDlCKPFZMvao8amtqSnMWBchieX6nmw0HJqB8xwy5_26FfdlerqC4FkiS2jT7HwwBO0nfzMbtJGED07OOYlU2hLZAX00RWmkYmMVN2QZNG-8CnVgj4vKSNhnK3D9NzDrldnA%3D%3D&xkcb=SoCP67M3vnK-LbAOlD0ObzkdCdPP&fccid=d43ccbf09b6207fc&vjs=3,Seattle
Software Engineer for HW,Valve Software,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=7288e746acd2a990&bb=1FpTgzQxmUo8FQ6jfNfDlCvQOTK0Z4lZxkt_8UyqFZ_OP7FdV0drxJoG605lbqLp5X-tsMbMJzxPIKC89VX6NYmJTD59I8YKRjbrVU2ta-CWzlwG5KL-QQJGgK0brzS5rtujMU2sZhmfFTWAOhQcOg%3D%3D&xkcb=SoAS67M3vnK-LbAOlD0NbzkdCdPP&fccid=f59ce5beac5269a9&vjs=3,Seattle
Software Development Engineer - Data Acquisition and Scraping,"Red Violet, Inc.","Seattle, WA 98101 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5a5847cfdcc5c329&bb=1FpTgzQxmUo8FQ6jfNfDlMZyz6bOUBCrQvm4k9CqaIFD-rTr0OMaue7y4Uomz-jJty0KZO28RrBhCrJbzNGy_b9TgnVvO30wuVQy2drKNW91eNGNiodTFcVe7ISXAdoJIyHEEzFASA0nYBpMG5AyTA%3D%3D&xkcb=SoCm67M3vnK-LbAOlD0MbzkdCdPP&fccid=65f4b5a02fe51722&vjs=3,Seattle
Software Developer,9Logic Technologies,"Redmond, WA 98052 
(Overlake area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=26e98aa18150da5e&bb=1FpTgzQxmUo8FQ6jfNfDlAE9g2hAtfuxdMjE1t5hax3neQqXIR6IM-5OKcHuoDs4DW4QNZuQx28wdXR2MjeapD7s8FHeymQulxniaMUeWXiqjM_vqcPIkYryn4_8i5e0FjoMmafLjTAlff8GPg0Ubg%3D%3D&xkcb=SoBP67M3vnK-LbAOlD0DbzkdCdPP&fccid=f58fa9763a72f123&vjs=3,Seattle
Senior Software Engineer,Modus Closing,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=31fdb21fd42a1ea2&bb=1FpTgzQxmUo8FQ6jfNfDlJGYr-HjBqQaM2GQYC1n1T1rX_GBqWUlyIPGOE76anK5HxZJ93YOBuNKLnB8zSBUjYjD9ropjkeho2JkMA95D0dePXyMOLZ35NDxUmjmQb9E8XwMovWywhySgUII4Lio9g%3D%3D&xkcb=SoD767M3vnK-LbAOlD0CbzkdCdPP&fccid=4a4184a099015c45&vjs=3,Seattle
Senior Software Engineer I - Connected Devices,Axon Enterprise,"Hybrid work in Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e6461051230f9f9e&bb=1FpTgzQxmUo8FQ6jfNfDlJZQIOfyvqkcT-8X62BJE6uSy_RiitGmI7vKBk21VoRxg2KydHAhv_F3Ev7YXU1mzIWQCxkPRtMADwJSr42mNZ2Icy_-9Ap5CZ_c2jSPAlcmka0d9jTnFK2Vqas_xb2Eog%3D%3D&xkcb=SoBm67M3vnK-LbAOlD0BbzkdCdPP&fccid=72b6c36250909407&vjs=3,Seattle
Software Development Engineer,Riverbend Worldwide,"Seattle, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=137068ad804bc880&bb=1FpTgzQxmUo8FQ6jfNfDlDqKw4wA8OGRqckeKWo5AjDRsgJvP3fCNCXfcEoXsd6ivoVgzZHXlr6yngxhL-unr_92Zr1BSukRW7YbxkYRj5ELeyf0xrd7QdEcQPWEA1qc02_MoAZyFwbVykih406lLw%3D%3D&xkcb=SoDS67M3vnK-LbAOlD0AbzkdCdPP&fccid=4c3a7df3bf34500b&vjs=3,Seattle
Software Engineer II - Fullstack,UiPath,"Bellevue, WA",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9d46570100fa4949&bb=1FpTgzQxmUo8FQ6jfNfDlN1yQtJIIHy0BRRdebb73sizgtjcWCdfy7IPBa3-TFCXPyBuO99oDtF1B9EYQeGdYX1LbaT-T74jvChXWp6UPH1QCtX6SfdT6tpNpiKZQyEzUogmSjmaIpL0qkCFsu3QCg%3D%3D&xkcb=SoBc67M3vnK-LbAOlD0HbzkdCdPP&fccid=13eb996a084cac98&vjs=3,Seattle
