title,company,location,remote_or_onsite,job_type,link,city
Software Engineer - Java & PHP,Zenni Optical,"Obetz, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=39f5a2cec4752940&bb=RsBBYwsHK0Ope_obTEkQ0SYLvEcmS0LG5Dj3Ecsx_wCsQ63ubldeUi43c3KdB9r5AYk_8b4_JJneHn0QwBVngJIwqnxf_PzRUQF1iF_iR16yYoOgfu2Hwa1yGowe_9-_wklm6Oqe_VGLHTpjvAAt9w%3D%3D&xkcb=SoB-67M3vmy8DzWTUB0LbzkdCdPP&fccid=9c87f74a4c5b09a9&vjs=3,London
Software Systems Engineer*,Siertek Ltd,"Remote in Dayton, OH 45431",Remote,Full-time,https://www.indeed.com/rc/clk?jk=241869238b0be734&bb=RsBBYwsHK0Ope_obTEkQ0YhPffqq5N25YT_HmRVcQWfAz1_o5-WCOpENmgX0hvipIOa7iDEyZ-A3OuLsAFyPSVpniADeNAjHxAEyf3WK9Uw_wk869SyepAPgCaZOKPvpgJIsWLqJRT5EutWXrl8EdA%3D%3D&xkcb=SoDK67M3vmy8DzWTUB0KbzkdCdPP&fccid=c37c7327e8682ac2&vjs=3,London
Sr. Dot Net Developer,"Info Origin, Inc.","Columbus, OH 43268 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=50da49a5a3457ddd&bb=RsBBYwsHK0Ope_obTEkQ0SRdsdigy90USitJdZt9La3WaKd2kmnYDhQJGV32jaVkn6CXrt-hVF91aT15osxRav1Rx6ZsbQzj_6TtROG2bnFf28wrprMXCgYL-QXTd9EOUVFZ66CFXqLq1rXPM0Ksrg%3D%3D&xkcb=SoBX67M3vmy8DzWTUB0JbzkdCdPP&fccid=75e3336b78771185&cmp=Infoorigin-Inc&ti=.NET+Developer&vjs=3,London
.NET Developer,DevCare Solutions,"Columbus, OH 43215 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=915054906d72b3b7&bb=RsBBYwsHK0Ope_obTEkQ0YhPffqq5N25ReB6ndx5mV3kHGW7lTtMYn3B_A1p2zP91k8s56qF6ZiCjnQgVprTx70CkWMw5e8J9Cvmwg66SQGKEEaPokTsHI6kjnjVWaQ5xDU39YHOFGltWcSjS4UFSQ%3D%3D&xkcb=SoDj67M3vmy8DzWTUB0IbzkdCdPP&fccid=66ed7af6b5f21f41&cmp=S2S-Soft&ti=.NET+Developer&vjs=3,London
Senior Software Engineer (Android),WillowTree,"Hybrid work in Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=abb9bab0bc0dad61&bb=RsBBYwsHK0Ope_obTEkQ0RsXXCxlhCZfpD3gJz1-VeoP-pIQcGNrN4_BuHRhKmrMCTrEMt-17YApUvOfJRlbN5tmoIObn1oNzhIjqCFoj4j312uSiwAkrK0FI6hVpZOoboSnI87eM49R4rcsekBcnA%3D%3D&xkcb=SoBt67M3vmy8DzWTUB0PbzkdCdPP&fccid=3a52897da9fe9ea4&vjs=3,London
Site Reliability Engineer (GC or USC),TekValue IT Solutions LLC,"Delaware, OH 43015",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ef686a689428dd89&bb=RsBBYwsHK0Ope_obTEkQ0ZcRcPfwxB27uEmS2rbw-4LEZuU80F1-Jw5HHB3oMghalS9de-dzPYomYzVGC6q_DrsS62xmTF7f2emAZclYn0lBLYBD_qZLRQDhglkM2YymkFCDr7MviaHYzGugXmRv-g%3D%3D&xkcb=SoDZ67M3vmy8DzWTUB0ObzkdCdPP&fccid=642bbdee70b1cd6d&cmp=TekValue-IT-Solutions-LLC&ti=Site+Reliability+Engineer&vjs=3,London
Lead DevOps Engineer,DevCare Solutions,"Columbus, OH 43215 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d63a9319669265fe&bb=RsBBYwsHK0Ope_obTEkQ0R5zD0XnAVr9556vNZqrosxGqsL531tP3hHrDBLyhMw07gVuxVJqiyRbXkIRaTrdqcLDUwQYE8UdwZrTyMCMmRwLNR8xvd_xOCPySVQqDErd08pfsgHfHTFuWJVmizFLgA%3D%3D&xkcb=SoBE67M3vmy8DzWTUB0NbzkdCdPP&fccid=66ed7af6b5f21f41&cmp=S2S-Soft&ti=Devops+Engineer&vjs=3,London
UI Developer – React with AWS,ProntoDigital LLC,"Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9706c284bc14304d&bb=RsBBYwsHK0Ope_obTEkQ0RsXXCxlhCZf3tQEdD4wtT35WwM0OVznVJTHCDtPe1-ebIr3o3doOWlVFpbSoA80VUzTfcIgsSAoWQY6qH8AbYID-ohiVGPUhINX5ZgHcZjqovwKmhZw09IxBEwZBfgvUw%3D%3D&xkcb=SoDw67M3vmy8DzWTUB0MbzkdCdPP&fccid=31d0a0d0b4f23bfc&cmp=ProntoDigital-LLC&ti=Front+End+Developer&vjs=3,London
.NET / Mobile Application Developer,National Registry of Emergency,"Remote in Columbus, OH",Remote,Full-time,https://www.indeed.com/rc/clk?jk=53a820f6fbad81df&bb=RsBBYwsHK0Ope_obTEkQ0ekrXamk4C960lf4MhK_OUvuh_0qmXu9m9QX2NplhkV4XEyElXfhH-GciR0favnw5s1DBUq3j2Fn1azMdo2qv0yredhXMh6GpxhkJxJTAZ25yx4hbYcm4H-XYqEuAyS7qQ%3D%3D&xkcb=SoAZ67M3vmy8DzWTUB0DbzkdCdPP&fccid=365e7d1cc1a46dcf&vjs=3,London
Database Developer,Sutton Bank,"Remote in Columbus, OH 43232",Remote,Full-time,https://www.indeed.com/rc/clk?jk=69ab3f8ab158ca2a&bb=RsBBYwsHK0Ope_obTEkQ0X_dUKwBkRN1DGikL3TJjAlJg3hxwUSpCkLTHpUuKUG4kLZdFtkV9ZwF5_ubD-7Xl61iqqXvTvdh9LNI35Qx1BXaXsKSxfy8vSXLlVoO8EeiS9t9UULKfIZMVSzFw6azhg%3D%3D&xkcb=SoCt67M3vmy8DzWTUB0CbzkdCdPP&fccid=e34ff043e1d931c1&vjs=3,London
Software Developer,Parallax Advanced Research,"Dayton, OH 45402 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=997b80c806b291ed&bb=RsBBYwsHK0Ope_obTEkQ0ccJyizg56ph2D1vb3uJ3mzBY2_iI_JWx4RTxNkmUYDBhP4MqKsSyFNzYsJeUbqAon71X3GmXRTeWIQPBjF3eCrKtp3-djlVp3Doc_BNgDlnQdJ8LyYMjTcR8RKsM5pTpw%3D%3D&xkcb=SoAw67M3vmy8DzWTUB0BbzkdCdPP&fccid=eca6426dfe2bbd66&vjs=3,London
Software Engineer Consultant,Hike2,"Remote in Columbus, OH",Remote,Full-time,https://www.indeed.com/rc/clk?jk=381429d8d683e6f8&bb=RsBBYwsHK0Ope_obTEkQ0RsXXCxlhCZfM9DL9HZIDwZxYe0q989T17bbVo5V7-ykOjnCxO3Bqt7Rq_9iQ65JfLjZSiFLcLMEc_yhGgaZOFGHwZlbZ_SNx1o1NB5_LCzYU1NhnoEr5XItKFHkL-1XcQ%3D%3D&xkcb=SoCE67M3vmy8DzWTUB0AbzkdCdPP&fccid=3aa37f402da13777&vjs=3,London
Senior Software Engineer,JYG Innovations,"Fairborn, OH 45324",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9c58955c98b0b6fa&bb=RsBBYwsHK0Ope_obTEkQ0V2sFKLC322uj_K-DfNKHNT5hvvRR3_2lojRHIScSIUSF9i74bDjv_gd0n5l2lzQCLK3VDvSk-8_VC8xb-SiZRd5n9jUs8e76SNkkUyuDk_we1aDDceUjEj6RcuMB5yObA%3D%3D&xkcb=SoAK67M3vmy8DzWTUB0HbzkdCdPP&fccid=4346e654e453ecbe&vjs=3,London
PNT Software Developer,Integrated Solutions for Systems (IS4S),"Dayton, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=04d00abfd5a62965&bb=RsBBYwsHK0Ope_obTEkQ0dDa_T9RIPcrEjRHO5c_HjIis2whQPX2xpeO-7Q1kpQ-Ib6PmX723nYu5gcRrr-_sgotjPbVyqKeW52NIXOTqv1KgwXhT8x_Xvo4JU-WZ5jkB6T8EAbFOZJV5Fyutt97Ug%3D%3D&xkcb=SoC-67M3vmy8DzWTUB0GbzkdCdPP&fccid=9d0e37468cc4b254&vjs=3,London
Python Programmer,"Cypress Global Services, Inc","Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=61e7968926e61b88&bb=RsBBYwsHK0Ope_obTEkQ0SYLvEcmS0LGNy5_bdylmqibZTFJL0UHhUPued3byCC7O8FY3nR8siHBuXOWKhNOK6MJ85dAn8jc7KdtGx8CFRQykXQcT-oHRZztdNbtTYoJj32petXtFXSk44CryqPvew%3D%3D&xkcb=SoAj67M3vmy8DzWTUB0FbzkdCdPP&fccid=5963946cda6e5c05&vjs=3,London
Software Engineer,Tangram Flex,"Hybrid work in Dayton, OH 45402",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e6af74c46361f210&bb=khcrIAJyAgkOdrxb5Vw2rKpovaBxMTy65Gmo1yzjO9tB1iYhbiv_IwNC3uTzyu8hdkV3YSwnA5Ki5J8zHtYqlk4tZnomrakHt2FlV9qsn5iTyC-GolmnVITOmz0oI0QlAkqLUB-AoP-988Ds1IFVog%3D%3D&xkcb=SoA867M3vmy7BSR7oh0EbzkdCdPP&fccid=521450ea93266015&vjs=3,London
Systems Developer - Python Developer,Exceptional Innovation,"Westerville, OH 43082",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=7c1560c310a3f426&bb=khcrIAJyAgkOdrxb5Vw2rEtoZTg3kGf8_O3Ph32GDxfXs0SD95f4Oh5mrA63gDbOkymh77ZxmXb3DhSumBKnLk1F8Nh9e1VTm7UphfihQvjTFmxy9b_nBXXylTn5KC-yximT1d8plOqIDwODo2gTmQ%3D%3D&xkcb=SoAb67M3vmy7BSR7oh0bbzkdCdPP&fccid=e1e747300e465466&vjs=3,London
UI React with AWS (Front End),ProntoDigital LLC,"Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=c6555c935b7160fc&bb=khcrIAJyAgkOdrxb5Vw2rDPtaGDt8YK7FGeAZ6XmumP5ATIk4pU2UzlSfvSSfCGEggFMQqI5cPtnDLTP50QfYUaWjJpu_lIvua8JB_iO1_U-u62vfbPTIu03gF0_riAcdIuC1WEkFhadKJWBglEmow%3D%3D&xkcb=SoCv67M3vmy7BSR7oh0abzkdCdPP&fccid=31d0a0d0b4f23bfc&cmp=ProntoDigital-LLC&ti=Front+End+Associate&vjs=3,London
Software Developer II,"Red Roof Franchising, LLC","New Albany, OH 43054",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=1af61b9f5810806c&bb=khcrIAJyAgkOdrxb5Vw2rBe5m4dc6FiEHCwwH0Yg03g0g8kjt0iy6_KC-4KTO8AoR0glj97obCHYz4x3_gVqBBdGyXE1eOC4glOFWsZeyFZhfgNXoN_2pfk21kQLnMCc6tx7xMwgEwPd8SuZUIN-3w%3D%3D&xkcb=SoAy67M3vmy7BSR7oh0ZbzkdCdPP&fccid=1ea2bd298b9115d7&vjs=3,London
Software Engineer 2,CDO Technologies Inc,"Dayton, OH 45431",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=46910ef706d441f0&bb=khcrIAJyAgkOdrxb5Vw2rHnZ_TUIL1_2ryv6S58BSCdnQm_vjD3IYLyql84lgDGx6_nGGYfbyg5FWkdyr-cZNH5BcvSgRX43M8HNRxh2jxFuPfvzTJMbWYZh_cAYsp4TrGuV78LqxPRiFSuz0WaPwQ%3D%3D&xkcb=SoCG67M3vmy7BSR7oh0YbzkdCdPP&fccid=50c9e7dd58b1e141&vjs=3,London
Senior Software Engineer (25.27),Siertek Ltd,"Remote in Dayton, OH 45431",Remote,Full-time,https://www.indeed.com/rc/clk?jk=41ee8013875f7109&bb=khcrIAJyAgkOdrxb5Vw2rKXQhztIB7x-5c2QQPKQ0L7Dd_r2ASBfwBMpqMtFZ2SzLrsnpwQlKK92Zu0cmy6b5ngaiivoyOMFRmKcorkjQe6QDJcOOPx04NNk1iW97eqyk45RXeIzaiSfeBh7WiBFaA%3D%3D&xkcb=SoAI67M3vmy7BSR7oh0fbzkdCdPP&fccid=c37c7327e8682ac2&vjs=3,London
Software Engineer,Exceptional Innovation,"Westerville, OH 43082",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=c3c19e4caf542782&bb=khcrIAJyAgkOdrxb5Vw2rFLE_2Y8rOEVsQDmAsdi80HRW0VpD7eC8LDDmVJzlHw2Ko29TZaRhInbRD0Bu-5_EUau4TUU1BbNZ2vPfQBfwOIj32JH9SmJY-eVPuyBR5M7YiolRh5sOE1lXPcz5c3fxg%3D%3D&xkcb=SoC867M3vmy7BSR7oh0ebzkdCdPP&fccid=e1e747300e465466&vjs=3,London
Software Developer– Columbus OH,Cogent Communications,"Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=0aaaa77b658d83fb&bb=khcrIAJyAgkOdrxb5Vw2rKzaAav5hu8jJ_Df3Ki1cTz753O_JhfJniF6PXtggGKRW0JUvXFW9EalkEbGsOvcuPbVoHLiFxwiXb6Xf8lnFT8UqnTWI1kwFP5xNnEZjrhS3B3pgrd9PrRme7GY2pA3OQ%3D%3D&xkcb=SoAh67M3vmy7BSR7oh0dbzkdCdPP&fccid=9c22be2e6ffc2d9e&vjs=3,London
Software Developer,Hybrid Promtions LLC,"Lewis Center, OH 43035",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=15abeb748034e4e6&bb=khcrIAJyAgkOdrxb5Vw2rEKYpyWeiY6qcw_35mZV67wJZJsQjxmQVV42KK9Rf67nXPI0azL7SSL40M-GgNCklECPrvsB7lxoAy9uEE9hhbmyPlV3uwNUg8Ry-tJ0ez_EC2OLg0h5oxSses1rFon0-w%3D%3D&xkcb=SoCV67M3vmy7BSR7oh0cbzkdCdPP&fccid=7d0ab53b7bd5baa9&vjs=3,London
Application Developer,"Versar, Inc.","Wright-Patterson AFB, OH 45433",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=216acb5fcb0357c1&bb=khcrIAJyAgkOdrxb5Vw2rMBbd4_8P32xUzpZ2X2EEvDnexDkYLmpDtKoG78tMuuoGzbVxR8A5CJZ3s3dHteUYkXKK0Y_I8Vo1-NZSz1mPLXEGFLj4YFQh4edvaGq-N8pMKbdcyd49AEm8lg6cmkNkg%3D%3D&xkcb=SoB867M3vmy7BSR7oh0TbzkdCdPP&fccid=1b20c576e5a4bddb&vjs=3,London
Senior Application Developer,"Nationwide Energy Partners, LLC.","Columbus, OH 43215 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=983bb10efc6234b9&bb=khcrIAJyAgkOdrxb5Vw2rH-l6L2psPXjRbKlOBWrcf2QeIo8T96c926eTf9C0hmGMb0JGtuKJ2SJjYQwbMJTJnouF1B3qAhqQApOgXhk8qvSErXalqqzAU9QCpEmQ1Nb8UId0OqBDQYwaDoQv_Ccqg%3D%3D&xkcb=SoDI67M3vmy7BSR7oh0SbzkdCdPP&fccid=72920423116adf49&vjs=3,London
Automation Engineer,STAQ Pharma Inc,"Columbus, OH 43228",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=53bdd86ca10095d2&bb=khcrIAJyAgkOdrxb5Vw2rDhuOXmoGvJjHrMgZHZt2TeKTXs0V64nS4TOAA-VVw69p-BTkEwLjta2kJAGpbvaSueusSbfr7v5kcuuuqxyJjma3sWZyNJH4OGfr23pDabj1diJca74chBgUlViq45SbA%3D%3D&xkcb=SoBV67M3vmy7BSR7oh0RbzkdCdPP&fccid=2e9ea2abc798152b&vjs=3,London
Front End .NET Developer,DevCare,"Columbus, OH 43215 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=20fa2ef97b624607&bb=khcrIAJyAgkOdrxb5Vw2rOdePH62mCQoi0JAhYti4iPxrCPnsRBCOBmsTh-ysrtHJUj0t6yL8R4V6wGrj-uc0JDNLnGZqJcMdmf868WVK2L6u03zfUcENNHe7hYxlryJg_wvUBMndukCHZOX1DtisA%3D%3D&xkcb=SoDh67M3vmy7BSR7oh0QbzkdCdPP&fccid=66ed7af6b5f21f41&cmp=S2S-Soft&ti=Front+End+Developer&vjs=3,London
Senior Software Engineer,Fidelity Partners,"Wright-Patterson AFB, OH 45433",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=5f848038586c6982&bb=khcrIAJyAgkOdrxb5Vw2rCQpF5iMrWbEfPagqC1Ser4D49IFH_rHgV1d-j5EtNEng0PhJ1EUsG7TIt9KfF9vdhygD0Xp0BTccjfkyRcxf2wxBz_gXNSf1_Xmo3cwEbnyPFXq_NEDT8JLWM2RaLB29A%3D%3D&xkcb=SoBv67M3vmy7BSR7oh0XbzkdCdPP&fccid=f25c1aef70a15814&vjs=3,London
"Engineer/Software Developer/ Algorithm Developer (Dayton, Ohio)",Skyline Scientific Inc,"Dayton, OH 45432",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ff2252500020c20c&bb=khcrIAJyAgkOdrxb5Vw2rP3qUjVHzAPAcGcllrdowCE5MoC4yLe6hlyXPFeSeF8d3IFB_n2KegcjDa8VlgQEhdjAQyV1nxodx82iEBP5PsSjKHk7NODJyK_wgYXg_DVilx5kR2inU-n9uyt_xt792g%3D%3D&xkcb=SoDb67M3vmy7BSR7oh0WbzkdCdPP&fccid=9c0f5b17cd28bd43&vjs=3,London
Software Engineer - Java & PHP,Zenni Optical,"Obetz, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=39f5a2cec4752940&bb=moDPXbIM5gSUTkmLKz6TGEDuYpd6VqBGi5AJLx9FxO44jriJ5Ba65O4PH7iXWRDhd0FOJfG6g22GCAOnTo4DtWb3HVxHZd9fqak3vKoniQ4knzARFkNObBFstz0akxf422RGAtHHlNh8SXGSmEdPZw%3D%3D&xkcb=SoDQ67M3vmy6PH2Emx0JbzkdCdPP&fccid=9c87f74a4c5b09a9&vjs=3,London
Software Systems Engineer*,Siertek Ltd,"Remote in Dayton, OH 45431",Remote,Full-time,https://www.indeed.com/rc/clk?jk=241869238b0be734&bb=moDPXbIM5gSUTkmLKz6TGFfFSIeXDbJrnSPn_IOwTA828bYpUS3bGycl3Zxc4KHKqHqTFWtbxniyC3UGSrW8CqBE7Vgrg45rzdF2HiLX5Z8pqT0KyGt-cfeYqm8EDGT432H7gHEMx_6ce9n9-PAPhw%3D%3D&xkcb=SoBk67M3vmy6PH2Emx0IbzkdCdPP&fccid=c37c7327e8682ac2&vjs=3,London
Sr. Dot Net Developer,"Info Origin, Inc.","Columbus, OH 43268 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=50da49a5a3457ddd&bb=moDPXbIM5gSUTkmLKz6TGB3vwiJatv9d2Usa-im4Ywywa0SxdnsEvSemj5CxmEv5uIAVaFF6xhx_nhbCX3lcSurYRBmK32al1j2si-0CrNkV4-_HK2klGlx1VqM7vJJnXycT3-TZVHaQTJRDGPMkig%3D%3D&xkcb=SoDq67M3vmy6PH2Emx0PbzkdCdPP&fccid=75e3336b78771185&cmp=Infoorigin-Inc&ti=.NET+Developer&vjs=3,London
.NET Developer,DevCare Solutions,"Columbus, OH 43215 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=915054906d72b3b7&bb=moDPXbIM5gSUTkmLKz6TGFfFSIeXDbJrdXnaoSyDx8xr2Oe6SzA4thrLLwxAw1-3Zb6nVONhFNbfzdo0r7N368gKm-2D03zB8M6jqpt3NOoL0bzPL3kfRJB25FfOZqNMRoQR5gNdeBDeaGwiA6yo_Q%3D%3D&xkcb=SoBe67M3vmy6PH2Emx0ObzkdCdPP&fccid=66ed7af6b5f21f41&cmp=S2S-Soft&ti=.NET+Developer&vjs=3,London
Senior Software Engineer (Android),WillowTree,"Hybrid work in Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=abb9bab0bc0dad61&bb=moDPXbIM5gSUTkmLKz6TGJ8-YAhYqnFOQNSZ5_su09hgSFs7UPYT746lD-BdO0aZh9iRsy5uUudFr5dDUzwH7nQ5LRDP4T91-BtUQInA0_h4Uxq1NlhdpCVW_s6vlV9Xd4cqS8TD309kMkAcfQD1nw%3D%3D&xkcb=SoDD67M3vmy6PH2Emx0NbzkdCdPP&fccid=3a52897da9fe9ea4&vjs=3,London
Site Reliability Engineer (GC or USC),TekValue IT Solutions LLC,"Delaware, OH 43015",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=ef686a689428dd89&bb=moDPXbIM5gSUTkmLKz6TGBw_nAs_Z2mypRQdv9DSsk1-kuh1IEZt70nDlTv3cPEmUeil1cv8QJRIpvnDp2woxIlNWf5ibmX0p9S4TGNoua-MZ94K3YBhGgTuvwKUcgSfMcys7_pMq1RksO23IQNAbg%3D%3D&xkcb=SoB367M3vmy6PH2Emx0MbzkdCdPP&fccid=642bbdee70b1cd6d&cmp=TekValue-IT-Solutions-LLC&ti=Site+Reliability+Engineer&vjs=3,London
Lead DevOps Engineer,DevCare Solutions,"Columbus, OH 43215 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=d63a9319669265fe&bb=moDPXbIM5gSUTkmLKz6TGHFWqGcNugirLit_VRNgW9vPpcw98_IrSyRo37yK9Gv93Az3Gki1puh17v-SuqopBcSfNkidmxFlPMHJpqYjHAIRHoR_SYyS4WXXYajyPY8s_fyCFd9tEJLqNYmwYdCspg%3D%3D&xkcb=SoCe67M3vmy6PH2Emx0DbzkdCdPP&fccid=66ed7af6b5f21f41&cmp=S2S-Soft&ti=Devops+Engineer&vjs=3,London
UI Developer – React with AWS,ProntoDigital LLC,"Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9706c284bc14304d&bb=moDPXbIM5gSUTkmLKz6TGJ8-YAhYqnFOXFZs1UCpSCrh26walEkDGlznE6Pp4NHedtlll-d-6rQe2DdgV6lQ6F-bY3oVNh70ZCpVee-6FhPMiGQWSGSyNpyY9cxBL3RFFQSqv8WAQdRg1MvJ4VHkPA%3D%3D&xkcb=SoAq67M3vmy6PH2Emx0CbzkdCdPP&fccid=31d0a0d0b4f23bfc&cmp=ProntoDigital-LLC&ti=Front+End+Developer&vjs=3,London
.NET / Mobile Application Developer,National Registry of Emergency,"Remote in Columbus, OH",Remote,Full-time,https://www.indeed.com/rc/clk?jk=53a820f6fbad81df&bb=moDPXbIM5gSUTkmLKz6TGJnXJk1QhryuBbwYauEqd5l30ME13xWhJvo9vaDvgrYgnxrkwxbjb4WA82NT7csOMWXLkGdzEhfBtTb3nnsmqNhbmixRXZu8cTX_VxuUOU9s7P9_D7mm2iksqNSwr6s3gw%3D%3D&xkcb=SoC367M3vmy6PH2Emx0BbzkdCdPP&fccid=365e7d1cc1a46dcf&vjs=3,London
Database Developer,Sutton Bank,"Remote in Columbus, OH 43232",Remote,Full-time,https://www.indeed.com/rc/clk?jk=69ab3f8ab158ca2a&bb=moDPXbIM5gSUTkmLKz6TGN5X_qsZx5gvfJTzd3GSP4k83t0tHqRRxDqsz0oFbG2b9hGVmkUzp0q9Vvl1-0xYlmMeh0fu4TIyUMoad--Dp5XpVZmfxN_fPWyPdYCgCP7xXXLPdkPp-iloe90HYV3SMw%3D%3D&xkcb=SoAD67M3vmy6PH2Emx0AbzkdCdPP&fccid=e34ff043e1d931c1&vjs=3,London
Software Developer,Parallax Advanced Research,"Dayton, OH 45402 
(Downtown area)",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=997b80c806b291ed&bb=moDPXbIM5gSUTkmLKz6TGF82rlCw5EfGdm6kgc5rnYGwLJgzhbtRwvnR6WYMKLtnuabhqOVXuHDbdo1WnUDOnWQGRZCLydi4qxtFKOUEjU6N7JVSe__ryJsg94UsOEZssoX_18iKBVilzSgASQf2gQ%3D%3D&xkcb=SoCN67M3vmy6PH2Emx0HbzkdCdPP&fccid=eca6426dfe2bbd66&vjs=3,London
Software Engineer Consultant,Hike2,"Remote in Columbus, OH",Remote,Full-time,https://www.indeed.com/rc/clk?jk=381429d8d683e6f8&bb=moDPXbIM5gSUTkmLKz6TGJ8-YAhYqnFOLuEY3zmjltd3EBR1n1-Qpt8sIDXRyrauwMRwKMmf3pvTywHvAd0FRAGsMYAQzbrWmd8QcGt1OTZsy9BZnk4VTKd0EJHe-RmQttIp8C3aGA5G23RFlRiaUA%3D%3D&xkcb=SoA567M3vmy6PH2Emx0GbzkdCdPP&fccid=3aa37f402da13777&vjs=3,London
Senior Software Engineer,JYG Innovations,"Fairborn, OH 45324",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=9c58955c98b0b6fa&bb=moDPXbIM5gSUTkmLKz6TGPvu8_LXRsvPwCSbnnrAdDH3sbNfHiJImzenDztX8V2WkdJztIxypuIQViwJvpoNgeay8wC3Qbcy_sTFpKSWLXBjJrcUCZixBlf4_lrTeoJHPDh-_3y-9gR3750TZ8FFzA%3D%3D&xkcb=SoCk67M3vmy6PH2Emx0FbzkdCdPP&fccid=4346e654e453ecbe&vjs=3,London
PNT Software Developer,Integrated Solutions for Systems (IS4S),"Dayton, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=04d00abfd5a62965&bb=moDPXbIM5gSUTkmLKz6TGIbYooAda8OhXyOuGy2SL0nmfnqZYo0gtZftME0eyWNQ4fNuvW0K-fJTRC16B5eNF1HecW6a4qQIA6y439PJ6PpJwVdVZZkjsGd68wDtHPI6tc_lNuBywuyFhVQgROQpQQ%3D%3D&xkcb=SoAQ67M3vmy6PH2Emx0EbzkdCdPP&fccid=9d0e37468cc4b254&vjs=3,London
Python Programmer,"Cypress Global Services, Inc","Columbus, OH",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=61e7968926e61b88&bb=moDPXbIM5gSUTkmLKz6TGEDuYpd6VqBGY4eZYXOg93_wwRW8Wi13jzaglQWMJp2rOBkBMLAr7E99HkQ2GtFXDTWeYxotsWF2F507TwV3EoX5fZU3oq8a2P64XFrETGdrWBpbTti1VUFrbEF--_cC5w%3D%3D&xkcb=SoA367M3vmy6PH2Emx0bbzkdCdPP&fccid=5963946cda6e5c05&vjs=3,London
Software Engineer,Tangram Flex,"Hybrid work in Dayton, OH 45402",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=e6af74c46361f210&bb=qrRlTlG0OAXDwWwxLN0K_4j5z5_6ZzNU7v3-gEUP-n9suvQnRzn7ZoRn5GO2zzc104sN30MjOu8NNUj8lvVRoeYOlPTL7ilUzjtjQ5v7o_-TBSzIg8UTtqn6g8y8vAENVC3zXARtz7ayGIWPGePWzg%3D%3D&xkcb=SoC167M3vmy5NwWTRR0LbzkdCdPP&fccid=521450ea93266015&vjs=3,London
Systems Developer - Python Developer,Exceptional Innovation,"Westerville, OH 43082",Onsite,Full-time,https://www.indeed.com/rc/clk?jk=7c1560c310a3f426&bb=qrRlTlG0OAXDwWwxLN0K_1o6IeiOquOmNIfPTXPPybSEuee2KhbUI3Vm7gU2f6GsulgC0StQNcDHpQ13t8yDu0CCpvAL89HvByusoQq7SPcaFo3Gn4pRcXqQmeSIwvAYLA2tQp2YQVphX0ZXYFGEMw%3D%3D&xkcb=SoAB67M3vmy5NwWTRR0KbzkdCdPP&fccid=e1e747300e465466&vjs=3,London
